id	filename	md5	size	state
40691994-0e0c-4279-aede-a16d5e68eae8	8bfb45f6-9b80-4464-ba3e-10b3ffe6927b.rna_seq.augmented_star_gene_counts.tsv	2a6f7db796f7d1bddaaaf3dca00d24f4	4219800	released
0ba21ef5-0829-422e-a674-d3817498c333	4868e8fc-e045-475a-a81d-ef43eabb7066.rna_seq.augmented_star_gene_counts.tsv	8ce981bba12862aab95391631b5c8c40	4236142	released
07bbb0ce-057f-4ce7-aeb5-74c924bf6ab5	c562d5f0-f474-42d3-9b04-57189e6df109.rna_seq.augmented_star_gene_counts.tsv	e7968c82ccc1600133cb57ceca1b7d86	4226443	released
83277611-2ed5-449e-b834-f42d4b4f9725	8bc25afd-f9aa-4d14-a328-0eb1b24844e1.rna_seq.augmented_star_gene_counts.tsv	536392c5ef8eb8656e66435197f35877	4251173	released
f13d1071-7019-4004-ac83-39b11ccea06e	247989e2-2037-4949-9853-ac835519355e.rna_seq.augmented_star_gene_counts.tsv	be4c3a5b09d9ae2c92b11fe2efe20907	4228413	released
c7073802-c11b-429a-92ac-0617a712d967	87a17e32-28e0-4f2a-9c73-d629e26a0acc.rna_seq.augmented_star_gene_counts.tsv	5f3eff063f3431e225fec0286fa74405	4242607	released
cfaeedcf-6198-463b-9724-8242131456d9	216a4f94-89f2-4369-a12d-ec57d92adbae.rna_seq.augmented_star_gene_counts.tsv	be687071d7694b1f2e2ccd24c0f38daf	4220943	released
5c303083-6853-4f1f-b341-b7f4580a0129	58efbb4c-e813-44bc-b237-0448477575bc.rna_seq.augmented_star_gene_counts.tsv	6a202a91f2db3e3bf4ecea0f11929121	4203698	released
3feb57be-de34-4e5a-b224-b00444505159	c5b1e632-1936-4da0-b76f-c74d64be1979.rna_seq.augmented_star_gene_counts.tsv	22c9e40803486eea8252c1971859c2dc	4250592	released
7f12ad31-9620-4399-b940-637846cd7e9a	8cf52972-c164-4823-9529-3b32e5be5b39.rna_seq.augmented_star_gene_counts.tsv	4f5ad47c07fa5cb69da9f389ffda170a	4258436	released
cf934cea-bc57-4b8f-937d-3dbf867e83a4	bd08a087-4ab1-4785-9ce5-f652df907154.rna_seq.augmented_star_gene_counts.tsv	ffe2c69025ffc5d56bd6598386564813	4242344	released
da6bb09f-b032-4c21-8393-19aaabaac999	f9444ec2-6f40-4051-9177-765181641c9e.rna_seq.augmented_star_gene_counts.tsv	8434291b9ec1e3f91c413aceec79e993	4239009	released
2e764b0a-f1c2-4e9c-9a16-95a0cf884754	c0eb9d16-2577-4c4d-a2e7-b34747e38aea.rna_seq.augmented_star_gene_counts.tsv	e962f27890db06d6dd4f32d12e495bc6	4247345	released
d4b49325-b917-4bb6-9813-864c0cec7b0d	0596e754-572d-440d-a7d1-dab5fdfdbcfc.rna_seq.augmented_star_gene_counts.tsv	293aa1e05899f74b5d3635d3b4a19a14	4229935	released
05f5d36d-3f71-4d9c-9668-7dce66f48cd9	a8440ee0-f9a0-4638-9be1-ae0800f18e32.rna_seq.augmented_star_gene_counts.tsv	c7bcdd2546266fd6c502bb8138e8e24e	4234483	released
634895fe-6325-4d91-a9b6-037c3f0e2aea	a88a32c8-8932-4823-8d6a-e63dc70580d9.rna_seq.augmented_star_gene_counts.tsv	890eed2584e5b5883ca6b42a322b4789	4249175	released
1db88b1a-ebe4-4500-8549-3e498271147f	3ca2395c-b080-4307-aa99-c101fa435b10.rna_seq.augmented_star_gene_counts.tsv	20a89400666c01c5933ebfd178f5157b	4234363	released
4cb88230-a7c0-4ced-a257-45b7f1163af7	06b24786-bda3-4dde-a750-c542c30c5c9a.rna_seq.augmented_star_gene_counts.tsv	7b48706ea60da21454253aba3d428505	4254268	released
